AccountID,CustomerID,AccountType,Balance,CreatedDate,TotalDeposits,TotalWithdrawals,NetChange,RecalculatedBalance,BalanceMismatch
67,345,Savings,35642,2016-02-19,10539.17,13972.01,-3432.84,-3432.84,True
68,1328,Checking,12221,2024-03-27,8653.7,1378.31,7275.390000000001,7275.390000000001,True
69,2506,Checking,42821,2017-07-09,4830.38,19973.28,-15142.899999999998,-15142.899999999998,True
70,1903,Savings,38502,2023-01-30,19375.28,12017.42,7357.859999999999,7357.859999999999,True
71,3307,Checking,70254,2024-09-04,0.0,21262.04,-21262.04,-21262.04,True
72,1392,Savings,13559,2019-07-05,8793.79,3186.83,5606.960000000001,5606.960000000001,True
73,1415,Checking,77739,2017-08-28,0.0,8783.01,-8783.01,-8783.01,True
74,3891,Business,2891,2024-03-09,7859.25,4958.89,2900.3599999999997,2900.3599999999997,True
75,3861,Checking,51110,2017-07-17,4311.02,13421.18,-9110.16,-9110.16,True
76,2798,Business,31233,2023-11-05,1481.43,8568.99,-7087.5599999999995,-7087.5599999999995,True
77,3331,Checking,93285,2023-06-05,5805.52,0.0,5805.52,5805.52,True
78,2099,Business,55937,2017-01-01,17590.84,8592.93,8997.91,8997.91,True
79,4854,Business,20294,2024-03-12,10635.71,8432.66,2203.0499999999993,2203.0499999999993,True
80,2184,Checking,55046,2018-09-20,0.0,11526.6,-11526.6,-11526.6,True
81,4101,Savings,85072,2019-08-15,3114.3,0.0,3114.3,3114.3,True
82,2319,Checking,32426,2017-07-01,12709.519999999999,9296.39,3413.129999999999,3413.129999999999,True
83,2926,Business,27171,2021-08-16,14540.84,0.0,14540.84,14540.84,True
84,4301,Business,14028,2015-07-15,8314.69,2297.91,6016.780000000001,6016.780000000001,True
85,4625,Checking,23104,2019-11-09,0.0,9761.52,-9761.52,-9761.52,True
86,1345,Business,75265,2015-06-07,7827.91,2989.24,4838.67,4838.67,True
87,4794,Business,63270,2016-10-25,149.81,15771.75,-15621.94,-15621.94,True
88,1243,Business,66068,2016-09-26,12419.67,11439.619999999999,980.0500000000011,980.0500000000011,True
89,3402,Savings,71954,2021-01-22,8854.74,8169.84,684.8999999999996,684.8999999999996,True
90,3117,Checking,22551,2024-11-24,8909.599999999999,16646.71,-7737.110000000001,-7737.110000000001,True
91,3544,Checking,96372,2020-02-17,3588.08,3251.95,336.1300000000001,336.1300000000001,True
92,1075,Business,48934,2021-12-17,20097.04,0.0,20097.04,20097.04,True
93,3855,Savings,84468,2018-07-29,350.86,1049.62,-698.7599999999999,-698.7599999999999,True
94,3164,Checking,65913,2023-11-20,2992.01,8380.48,-5388.469999999999,-5388.469999999999,True
95,2906,Checking,96258,2015-10-15,3308.35,3555.69,-247.34000000000015,-247.34000000000015,True
96,2659,Business,80519,2015-06-20,9493.56,503.24,8990.32,8990.32,True
97,3164,Savings,29450,2017-08-24,16595.85,0.0,16595.85,16595.85,True
98,4704,Checking,75840,2024-04-30,3247.39,0.0,3247.39,3247.39,True
99,133,Business,84298,2016-08-05,6776.23,9114.28,-2338.050000000001,-2338.050000000001,True
100,3076,Savings,71555,2024-11-18,6670.66,0.0,6670.66,6670.66,True
101,9,Checking,11084,2016-08-07,10658.16,0.0,10658.16,10658.16,True
102,2764,Checking,66972,2024-05-16,4799.860000000001,7794.9,-2995.039999999999,-2995.039999999999,True
103,1345,Checking,81091,2023-11-12,26280.41,0.0,26280.41,26280.41,True
104,1623,Checking,85494,2022-02-24,2753.54,0.0,2753.54,2753.54,True
105,2624,Business,55476,2015-11-22,21137.36,7752.88,13384.48,13384.48,True
106,792,Business,3929,2021-06-21,9748.27,0.0,9748.27,9748.27,True
107,2372,Checking,58440,2016-09-20,9452.95,0.0,9452.95,9452.95,True
108,3225,Business,73095,2024-01-29,0.0,0.0,0.0,0.0,True
109,2020,Checking,13597,2016-12-03,5311.33,0.0,5311.33,5311.33,True
110,608,Checking,65652,2017-12-20,9586.49,0.0,9586.49,9586.49,True
111,1866,Checking,59956,2019-10-16,9697.34,7319.719999999999,2377.620000000001,2377.620000000001,True
112,1392,Business,46864,2018-04-19,10977.65,8521.47,2456.1800000000003,2456.1800000000003,True
113,3113,Checking,68833,2023-10-02,8774.91,6686.949999999999,2087.960000000001,2087.960000000001,True
114,2845,Savings,63474,2019-01-13,0.0,0.0,0.0,0.0,True
115,4841,Checking,637,2018-11-15,9772.41,0.0,9772.41,9772.41,True
116,3711,Business,13021,2018-01-18,842.98,0.0,842.98,842.98,True
117,3567,Checking,29773,2023-11-11,0.0,0.0,0.0,0.0,True
118,1365,Checking,2152,2017-09-27,7675.75,0.0,7675.75,7675.75,True
119,4724,Business,56131,2024-12-19,0.0,1258.18,-1258.18,-1258.18,True
120,1830,Checking,41457,2016-05-29,3012.18,9898.49,-6886.3099999999995,-6886.3099999999995,True
121,4070,Business,16638,2022-01-27,7991.28,0.0,7991.28,7991.28,True
122,590,Savings,78716,2025-01-22,4584.48,7800.75,-3216.2700000000004,-3216.2700000000004,True
123,468,Savings,37936,2022-11-04,0.0,0.0,0.0,0.0,True
124,4382,Checking,35007,2024-12-19,5430.94,6271.93,-840.9900000000007,-840.9900000000007,True
125,2375,Business,55138,2024-10-30,16428.940000000002,604.85,15824.090000000002,15824.090000000002,True
126,4559,Business,1936,2016-08-09,0.0,16354.79,-16354.79,-16354.79,True
127,4281,Savings,92397,2019-10-27,10440.11,8571.75,1868.3600000000006,1868.3600000000006,True
128,2414,Savings,39939,2025-01-23,7082.84,4716.5,2366.34,2366.34,True
129,2828,Checking,88826,2023-12-03,0.0,6732.14,-6732.14,-6732.14,True
130,816,Savings,47022,2023-12-16,8845.66,0.0,8845.66,8845.66,True
131,1978,Checking,20325,2019-04-30,4921.91,0.0,4921.91,4921.91,True
132,2971,Business,15292,2019-04-12,0.0,0.0,0.0,0.0,True
133,2485,Checking,31644,2019-07-08,10808.49,0.0,10808.49,10808.49,True
134,880,Business,5604,2024-12-08,0.0,0.0,0.0,0.0,True
135,4302,Checking,14475,2016-06-20,0.0,4237.98,-4237.98,-4237.98,True
136,386,Business,61412,2016-02-15,9443.07,8530.630000000001,912.4399999999987,912.4399999999987,True
137,3696,Checking,64784,2016-01-29,3755.93,0.0,3755.93,3755.93,True
138,459,Savings,25080,2017-07-05,0.0,0.0,0.0,0.0,True
139,3984,Business,48236,2022-10-18,0.0,0.0,0.0,0.0,True
140,1552,Business,83569,2016-07-16,0.0,0.0,0.0,0.0,True
141,3037,Savings,13995,2016-01-14,0.0,6013.19,-6013.19,-6013.19,True
142,1693,Business,9163,2020-06-06,1142.9,5777.11,-4634.209999999999,-4634.209999999999,True
143,1519,Business,44535,2023-04-24,0.0,2378.69,-2378.69,-2378.69,True
144,2702,Checking,49071,2021-04-01,0.0,0.0,0.0,0.0,True
145,3446,Checking,55123,2021-06-16,4602.59,3161.71,1440.88,1440.88,True
146,4968,Checking,28461,2021-07-08,0.0,9427.5,-9427.5,-9427.5,True
147,290,Business,8938,2025-01-21,0.0,7627.94,-7627.94,-7627.94,True
148,1005,Checking,1202,2016-03-24,0.0,0.0,0.0,0.0,True
149,1818,Savings,74998,2020-07-16,0.0,19250.6,-19250.6,-19250.6,True
150,4632,Savings,34224,2021-12-08,0.0,0.0,0.0,0.0,True
151,4189,Checking,87933,2025-03-24,14143.0,1637.76,12505.24,12505.24,True
152,3935,Checking,64715,2015-05-26,169.73,0.0,169.73,169.73,True
153,3685,Business,88463,2024-09-20,0.0,11764.720000000001,-11764.720000000001,-11764.720000000001,True
154,4109,Checking,99820,2024-08-23,12976.95,10329.720000000001,2647.2299999999996,2647.2299999999996,True
155,3894,Savings,57206,2016-01-02,0.0,3885.78,-3885.78,-3885.78,True
156,4876,Business,89203,2019-07-24,0.0,998.42,-998.42,-998.42,True
157,1747,Checking,11168,2016-02-11,2059.22,10091.27,-8032.050000000001,-8032.050000000001,True
158,3280,Checking,46785,2018-12-29,4910.72,0.0,4910.72,4910.72,True
159,876,Business,68650,2017-10-11,10873.869999999999,0.0,10873.869999999999,10873.869999999999,True
160,4642,Business,31998,2021-07-31,20830.71,1745.42,19085.29,19085.29,True
161,2672,Savings,7893,2025-04-07,8910.96,0.0,8910.96,8910.96,True
162,4883,Checking,36295,2017-04-08,11719.130000000001,2457.0099999999998,9262.12,9262.12,True
163,4672,Checking,34000,2022-09-11,0.0,1842.93,-1842.93,-1842.93,True
164,3554,Checking,43246,2019-12-13,0.0,0.0,0.0,0.0,True
165,905,Business,29173,2022-07-28,8993.98,12014.369999999999,-3020.3899999999994,-3020.3899999999994,True
166,2235,Business,7632,2021-10-31,882.04,2644.37,-1762.33,-1762.33,True
167,1743,Savings,2932,2016-11-24,0.0,7531.41,-7531.41,-7531.41,True
168,1636,Savings,94058,2018-05-23,0.0,11842.31,-11842.31,-11842.31,True
169,2278,Checking,25840,2016-06-12,4614.11,6956.780000000001,-2342.670000000001,-2342.670000000001,True
170,2708,Checking,2384,2023-01-01,0.0,16116.130000000001,-16116.130000000001,-16116.130000000001,True
171,436,Checking,85790,2022-12-17,0.0,5344.84,-5344.84,-5344.84,True
172,1742,Business,20513,2019-05-29,8345.15,3887.74,4457.41,4457.41,True
173,3866,Checking,85097,2025-01-02,6727.360000000001,777.8,5949.56,5949.56,True
174,2593,Checking,41306,2023-12-30,0.0,3702.9900000000002,-3702.9900000000002,-3702.9900000000002,True
175,3199,Business,52984,2015-09-06,10437.0,0.0,10437.0,10437.0,True
176,4977,Business,210,2018-06-12,13653.73,0.0,13653.73,13653.73,True
177,1114,Checking,42528,2024-10-02,2834.59,0.0,2834.59,2834.59,True
178,3614,Business,69328,2024-04-13,9236.380000000001,0.0,9236.380000000001,9236.380000000001,True
179,2220,Business,38119,2021-05-22,1189.67,0.0,1189.67,1189.67,True
180,4090,Savings,66378,2020-02-18,0.0,10966.009999999998,-10966.009999999998,-10966.009999999998,True
181,548,Checking,71006,2017-02-11,10018.29,4037.82,5980.470000000001,5980.470000000001,True
182,3970,Checking,55108,2016-04-24,12083.130000000001,38.87,12044.26,12044.26,True
183,2951,Checking,69001,2024-06-14,0.0,12670.86,-12670.86,-12670.86,True
184,2852,Checking,81660,2019-12-13,0.0,10186.35,-10186.35,-10186.35,True
185,2217,Business,81620,2021-08-25,9692.62,9580.029999999999,112.59000000000196,112.59000000000196,True
186,911,Business,6999,2021-01-17,6605.08,1417.69,5187.389999999999,5187.389999999999,True
187,2137,Savings,70978,2022-06-12,14600.39,8408.62,6191.769999999999,6191.769999999999,True
188,3472,Checking,32115,2017-05-24,9017.53,0.0,9017.53,9017.53,True
189,1372,Checking,1305,2021-12-09,0.0,0.0,0.0,0.0,True
190,3843,Savings,96655,2023-03-28,0.0,8079.15,-8079.15,-8079.15,True
191,1120,Business,9523,2021-12-30,3650.86,509.42,3141.44,3141.44,True
192,2104,Savings,88410,2017-09-05,0.0,14697.58,-14697.58,-14697.58,True
193,2041,Checking,18322,2020-05-07,0.0,14892.51,-14892.51,-14892.51,True
194,493,Business,4214,2022-02-10,0.0,6668.8099999999995,-6668.8099999999995,-6668.8099999999995,True
195,3568,Savings,5117,2019-02-17,15148.080000000002,11063.380000000001,4084.7000000000007,4084.7000000000007,True
196,1350,Business,21893,2019-07-24,0.0,4095.16,-4095.16,-4095.16,True
197,4221,Checking,25993,2018-01-07,6463.49,0.0,6463.49,6463.49,True
198,319,Business,96524,2016-05-07,0.0,0.0,0.0,0.0,True
199,1663,Savings,2826,2021-04-13,0.0,0.0,0.0,0.0,True
200,3979,Business,24797,2017-07-08,0.0,9912.76,-9912.76,-9912.76,True
201,445,Savings,82330,2021-03-27,0.0,0.0,0.0,0.0,True
202,4915,Business,3678,2018-03-27,31709.22,5576.18,26133.04,26133.04,True
203,4963,Checking,34115,2024-05-23,0.0,774.62,-774.62,-774.62,True
204,2075,Business,93200,2017-08-09,0.0,0.0,0.0,0.0,True
205,4592,Business,66491,2022-06-04,0.0,1786.2,-1786.2,-1786.2,True
206,3817,Business,70986,2020-01-28,5769.65,16380.82,-10611.17,-10611.17,True
207,3495,Savings,76287,2023-02-02,3356.54,6960.06,-3603.5200000000004,-3603.5200000000004,True
208,2900,Savings,66526,2023-03-18,0.0,318.9,-318.9,-318.9,True
209,977,Savings,23634,2017-12-02,0.0,5537.37,-5537.37,-5537.37,True
210,3319,Savings,96010,2024-02-29,13030.75,8804.2,4226.549999999999,4226.549999999999,True
211,2540,Business,20302,2020-03-11,8339.59,8545.32,-205.72999999999956,-205.72999999999956,True
212,696,Checking,86645,2022-05-30,0.0,5153.17,-5153.17,-5153.17,True
213,3745,Checking,35132,2018-11-19,17334.82,0.0,17334.82,17334.82,True
214,3353,Checking,67141,2022-12-04,5610.37,9070.05,-3459.6799999999994,-3459.6799999999994,True
215,1638,Checking,7992,2016-01-25,3944.15,143.71,3800.44,3800.44,True
216,4367,Checking,87796,2023-05-21,0.0,7236.91,-7236.91,-7236.91,True
217,3789,Checking,56891,2018-07-27,0.0,7881.03,-7881.03,-7881.03,True
218,4298,Business,85124,2023-01-07,1758.28,3258.26,-1499.9800000000002,-1499.9800000000002,True
219,4428,Business,42997,2020-12-18,4824.45,0.0,4824.45,4824.45,True
220,1942,Checking,45620,2018-03-30,14794.849999999999,7023.37,7771.479999999999,7771.479999999999,True
221,4503,Savings,21851,2020-10-09,0.0,0.0,0.0,0.0,True
222,4124,Checking,47824,2023-07-30,811.19,2105.25,-1294.06,-1294.06,True
223,2970,Savings,25998,2021-08-17,0.0,0.0,0.0,0.0,True
224,3758,Checking,82722,2020-06-27,0.0,2991.35,-2991.35,-2991.35,True
225,3713,Savings,4617,2023-12-12,5607.43,0.0,5607.43,5607.43,True
226,1858,Savings,47529,2018-06-15,5743.35,4568.61,1174.7400000000007,1174.7400000000007,True
227,2327,Business,63666,2021-12-13,0.0,0.0,0.0,0.0,True
228,446,Savings,58035,2023-02-04,0.0,7270.94,-7270.94,-7270.94,True
229,847,Savings,34257,2021-01-21,15381.93,12597.599999999999,2784.3300000000017,2784.3300000000017,True
230,1138,Business,57538,2024-08-01,3516.31,0.0,3516.31,3516.31,True
231,2215,Business,23562,2025-03-09,0.0,0.0,0.0,0.0,True
232,139,Checking,45411,2023-04-16,9464.619999999999,0.0,9464.619999999999,9464.619999999999,True
233,1480,Checking,23940,2019-03-30,25955.120000000003,0.0,25955.120000000003,25955.120000000003,True
234,1895,Checking,31926,2016-09-05,0.0,0.0,0.0,0.0,True
235,572,Business,77525,2018-03-02,2537.52,0.0,2537.52,2537.52,True
236,1704,Business,94526,2023-01-08,0.0,10098.3,-10098.3,-10098.3,True
237,4591,Business,96233,2024-06-02,5892.98,910.76,4982.219999999999,4982.219999999999,True
238,2359,Business,57744,2022-08-01,0.0,2229.16,-2229.16,-2229.16,True
239,2448,Checking,56914,2017-03-24,0.0,1966.12,-1966.12,-1966.12,True
240,676,Business,51458,2019-10-04,1383.26,15081.0,-13697.74,-13697.74,True
241,2198,Checking,36555,2017-05-07,1521.15,0.0,1521.15,1521.15,True
242,438,Checking,66907,2025-01-13,7848.29,5323.14,2525.1499999999996,2525.1499999999996,True
243,3621,Business,54705,2024-04-28,5483.78,0.0,5483.78,5483.78,True
244,3599,Checking,41361,2021-08-17,0.0,5474.81,-5474.81,-5474.81,True
245,4706,Business,27542,2025-03-27,9864.76,22402.15,-12537.390000000001,-12537.390000000001,True
246,2684,Business,31666,2018-01-14,0.0,6364.28,-6364.28,-6364.28,True
247,1749,Savings,4416,2023-03-22,18945.11,0.0,18945.11,18945.11,True
248,4902,Savings,29106,2021-01-22,5138.74,18429.82,-13291.08,-13291.08,True
249,3646,Savings,35224,2024-05-25,0.0,0.0,0.0,0.0,True
250,412,Checking,74777,2025-01-24,0.0,0.0,0.0,0.0,True
251,304,Business,61164,2017-09-29,3433.4,0.0,3433.4,3433.4,True
252,3484,Checking,37090,2020-04-07,15028.869999999999,0.0,15028.869999999999,15028.869999999999,True
253,1199,Checking,42116,2018-10-03,0.0,7339.82,-7339.82,-7339.82,True
254,4872,Checking,2792,2025-03-19,0.0,0.0,0.0,0.0,True
255,1775,Savings,77324,2019-05-05,9641.46,0.0,9641.46,9641.46,True
256,1153,Checking,38521,2022-07-19,8745.66,4851.41,3894.25,3894.25,True
257,2839,Business,20260,2018-04-12,0.0,13007.81,-13007.81,-13007.81,True
258,2509,Savings,25618,2015-10-24,17620.9,0.0,17620.9,17620.9,True
259,1344,Checking,28533,2015-07-14,0.0,0.0,0.0,0.0,True
260,2326,Checking,96023,2021-10-08,7362.35,0.0,7362.35,7362.35,True
261,1752,Savings,57967,2022-03-04,0.0,7493.5,-7493.5,-7493.5,True
262,56,Business,68494,2020-12-31,0.0,15240.02,-15240.02,-15240.02,True
263,219,Checking,88508,2024-03-20,0.0,9517.11,-9517.11,-9517.11,True
264,4250,Checking,30231,2022-08-28,10562.82,0.0,10562.82,10562.82,True
265,1612,Checking,75467,2016-09-23,0.0,0.0,0.0,0.0,True
266,3325,Business,87267,2023-08-07,6150.32,10556.74,-4406.42,-4406.42,True
267,3635,Checking,79713,2016-03-28,8447.53,7279.820000000001,1167.71,1167.71,True
268,4317,Business,82535,2016-12-11,10214.11,2725.28,7488.83,7488.83,True
269,655,Business,39133,2023-10-23,0.0,11699.45,-11699.45,-11699.45,True
270,4717,Checking,65081,2019-03-20,14567.939999999999,1861.5,12706.439999999999,12706.439999999999,True
271,1548,Savings,61069,2019-10-27,1115.76,8600.68,-7484.92,-7484.92,True
272,2204,Checking,23143,2016-09-16,0.0,6177.93,-6177.93,-6177.93,True
273,927,Business,40235,2023-12-29,979.07,0.0,979.07,979.07,True
274,2422,Checking,32107,2024-02-07,7088.73,7831.44,-742.71,-742.71,True
275,360,Business,80094,2020-10-10,0.0,3898.14,-3898.14,-3898.14,True
276,2165,Savings,26475,2015-09-19,0.0,2662.68,-2662.68,-2662.68,True
277,3404,Checking,10553,2021-09-23,9107.14,0.0,9107.14,9107.14,True
278,4727,Checking,87424,2021-09-01,0.0,8964.99,-8964.99,-8964.99,True
279,3362,Savings,58771,2019-04-25,2773.45,0.0,2773.45,2773.45,True
280,4622,Savings,91116,2020-12-09,0.0,0.0,0.0,0.0,True
281,470,Business,55866,2021-11-03,9818.78,2999.27,6819.51,6819.51,True
282,1032,Savings,98389,2019-01-28,5654.93,4499.75,1155.1800000000003,1155.1800000000003,True
283,92,Savings,23875,2016-02-05,0.0,6163.41,-6163.41,-6163.41,True
284,3797,Savings,88847,2019-05-25,0.0,0.0,0.0,0.0,True
285,1021,Checking,70038,2016-02-08,19364.24,5915.65,13448.590000000002,13448.590000000002,True
286,4920,Savings,95160,2018-07-16,5584.18,0.0,5584.18,5584.18,True
287,2707,Savings,7908,2024-12-23,9184.0,12982.1,-3798.1000000000004,-3798.1000000000004,True
288,2972,Business,19917,2022-09-03,0.0,0.0,0.0,0.0,True
289,347,Savings,7858,2021-06-22,1175.01,0.0,1175.01,1175.01,True
290,3515,Business,70638,2019-05-20,16781.85,7466.679999999999,9315.169999999998,9315.169999999998,True
291,680,Savings,71464,2017-04-07,14340.29,13209.119999999999,1131.170000000002,1131.170000000002,True
292,313,Business,74454,2016-07-09,0.0,7298.62,-7298.62,-7298.62,True
293,4661,Checking,53021,2024-01-05,0.0,0.0,0.0,0.0,True
294,4548,Business,83017,2015-12-13,0.0,72.2,-72.2,-72.2,True
295,4940,Business,36604,2024-12-22,14787.14,3083.9100000000003,11703.23,11703.23,True
296,3674,Checking,19695,2024-07-10,0.0,3597.55,-3597.55,-3597.55,True
297,2168,Checking,20191,2020-01-17,0.0,0.0,0.0,0.0,True
298,1459,Business,93165,2017-11-07,4802.36,0.0,4802.36,4802.36,True
299,4196,Business,48600,2017-08-24,0.0,9029.05,-9029.05,-9029.05,True
300,455,Checking,47791,2017-05-31,0.0,4578.6900000000005,-4578.6900000000005,-4578.6900000000005,True
301,2462,Checking,86990,2022-03-29,9502.03,0.0,9502.03,9502.03,True
302,4973,Savings,49483,2024-06-27,0.0,0.0,0.0,0.0,True
303,4814,Savings,72551,2018-03-15,3934.45,21372.22,-17437.77,-17437.77,True
304,2788,Checking,86873,2022-03-09,13694.060000000001,0.0,13694.060000000001,13694.060000000001,True
305,1711,Business,43006,2024-09-17,9466.28,6513.52,2952.76,2952.76,True
306,2405,Business,21984,2024-01-07,13681.19,0.0,13681.19,13681.19,True
307,4557,Checking,17437,2019-03-31,4052.79,6918.27,-2865.4800000000005,-2865.4800000000005,True
308,2150,Checking,62123,2024-03-06,0.0,0.0,0.0,0.0,True
309,206,Checking,9109,2023-12-15,0.0,11402.230000000001,-11402.230000000001,-11402.230000000001,True
310,647,Checking,50943,2019-03-30,0.0,17870.45,-17870.45,-17870.45,True
311,1240,Business,32785,2018-08-13,4814.17,15221.460000000001,-10407.29,-10407.29,True
312,897,Savings,61217,2022-12-17,15447.400000000001,9132.68,6314.720000000001,6314.720000000001,True
313,2078,Business,56101,2018-09-07,33.5,8569.03,-8535.53,-8535.53,True
314,3039,Savings,8392,2020-12-16,0.0,624.07,-624.07,-624.07,True
315,1618,Savings,66416,2020-12-20,8511.07,0.0,8511.07,8511.07,True
316,4702,Savings,10598,2015-10-27,3948.54,0.0,3948.54,3948.54,True
317,3336,Business,56863,2017-07-24,2475.24,11662.029999999999,-9186.789999999999,-9186.789999999999,True
318,691,Savings,78431,2018-04-21,0.0,17100.97,-17100.97,-17100.97,True
319,2092,Checking,83252,2016-07-20,7071.15,0.0,7071.15,7071.15,True
320,862,Business,45184,2023-01-02,8626.61,0.0,8626.61,8626.61,True
321,2794,Savings,56294,2021-05-06,0.0,6053.89,-6053.89,-6053.89,True
322,1426,Savings,1988,2021-09-30,967.02,9042.17,-8075.15,-8075.15,True
323,3126,Business,70235,2017-06-06,0.0,2143.1,-2143.1,-2143.1,True
324,4716,Savings,36291,2019-06-27,2489.39,9536.53,-7047.140000000001,-7047.140000000001,True
325,274,Business,13602,2024-03-29,7992.45,12519.37,-4526.920000000001,-4526.920000000001,True
326,280,Savings,18109,2017-04-24,0.0,0.0,0.0,0.0,True
327,600,Checking,32622,2021-11-20,3911.61,0.0,3911.61,3911.61,True
